EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GripForce,Subject
4,-35,-3,-1,-1,0,-1,22,2,1
-5,14,4,-1,1,-4,-13,-7,2,1
-6,-6,-1,-1,-2,-4,3,4,2,1
-2,1,-2,-1,0,1,1,6,2,1
0,8,0,-2,-2,-1,6,-1,2,1
-1,-7,-2,-2,-1,1,12,4,2,1
-1,-16,1,1,-1,0,3,4,2,1
4,10,-4,-3,-2,-4,-14,-2,2,1
-4,-25,-1,0,-1,-5,-15,-4,2,1
-7,13,2,1,1,5,2,-16,2,1
-1,0,-5,-3,-1,-2,-8,-10,2,1
1,-4,1,0,1,2,1,8,2,1
-5,-5,-4,-3,-1,1,9,-5,2,1
-1,3,0,-1,-1,-5,-7,-12,2,1
3,8,1,-1,-1,0,-1,2,2,1
-3,-15,-1,0,0,-1,1,2,2,1
4,23,-4,-2,-4,-3,-7,2,2,1
-4,-31,0,0,2,1,-3,-11,2,1
5,19,1,1,-1,0,13,1,2,1
-8,-12,2,-1,0,0,-2,2,2,1
-2,0,-1,0,-1,-3,0,-4,2,1
2,11,-5,-3,-3,-3,-8,9,2,1
1,-8,-4,-1,-1,-3,2,7,2,1
-1,-1,0,-1,-1,-1,-4,-2,2,1
0,5,-1,0,0,1,12,17,2,1
6,23,0,-1,-1,-2,-7,3,2,1
-5,-34,0,-1,1,-1,-5,2,2,1
2,16,-3,-2,-2,0,2,-13,2,1
-7,-11,-2,-2,-2,1,-3,-7,2,1
3,5,-2,-1,-2,-2,-7,10,2,1
4,-4,2,-1,-1,1,1,6,2,1
-4,6,-2,-1,-1,-2,6,1,2,1
-2,-5,-6,-2,-3,-1,-2,-8,2,1
6,5,-1,-1,-1,1,5,8,2,1
1,30,4,0,0,-1,-7,-2,2,1
-6,-32,1,-2,-3,-7,-36,-12,2,1
0,4,3,-1,0,0,1,-6,2,1
-5,-7,-6,-4,-1,1,14,2,2,1
-1,5,-4,-3,-4,-3,8,-9,2,1
9,31,-4,-1,-1,1,-2,9,2,1
-12,-44,5,3,0,3,-1,3,2,1
4,1,0,-2,-2,-1,-1,23,2,1
1,0,-3,-1,0,-1,-6,7,2,1
-5,-6,-4,-3,0,-1,-3,-8,2,1
-4,17,1,-1,0,-5,-3,-33,2,1
-3,-1,0,0,0,-1,-3,-5,2,1
-2,-6,-4,-2,-2,0,-10,-6,2,1
1,-3,1,0,0,0,8,-2,2,1
6,2,-5,-3,0,1,2,16,2,1
-5,-6,0,-1,-1,-2,-4,-4,2,1
-2,5,-3,-2,1,-2,0,-4,2,1
-3,-7,0,0,-1,0,5,-11,2,1
1,1,-3,-2,-3,0,-2,1,2,1
-1,11,0,-2,-2,-1,-8,-8,2,1
0,-2,0,0,-1,1,2,5,2,1
1,-10,0,0,1,0,8,8,2,1
-4,-2,-3,-3,-1,-3,-3,-2,2,1
8,4,-2,0,-1,0,-12,3,2,1
-11,6,-1,-1,-1,2,0,-13,2,1
-9,-26,2,-1,-2,-6,-34,-6,2,1
4,4,-3,-2,-5,-6,9,9,2,1
-1,-6,-2,0,-1,0,-2,-3,2,1
3,5,-2,-1,-2,2,5,9,2,1
0,5,-2,-2,-1,1,-5,-18,2,1
0,-7,0,-1,0,0,0,-3,2,1
-3,4,0,-1,-1,-2,2,1,2,1
-6,-18,-3,1,-4,-4,-4,-28,2,1
-3,-1,3,0,1,-1,6,0,2,1
1,19,-1,0,0,-1,-7,-5,2,1
-4,-10,-1,-2,0,-1,7,-3,2,1
-4,-3,-1,-1,2,0,-7,-4,2,1
-3,-8,-4,-1,-4,1,12,10,2,1
1,11,0,-1,1,2,-8,-17,2,1
-2,-2,1,0,-1,-3,-9,-3,2,1
-2,-4,-1,-2,-2,-1,1,9,2,1
2,3,-2,-3,-1,0,8,5,2,1
-1,5,-2,-1,-1,-2,-5,4,2,1
-5,-20,-4,-2,-2,-1,8,-6,2,1
-6,-29,0,0,-1,-4,-31,-1,2,1
3,25,0,1,-2,-3,13,8,2,1
1,0,0,-2,-1,-2,4,11,2,1
2,3,-1,1,1,0,-1,-10,2,1
1,10,-2,0,1,6,7,5,2,1
-2,-15,-2,-2,-2,-3,-10,-17,2,1
1,-8,-6,-3,-2,1,-5,5,2,1
-3,5,5,0,-1,-4,6,3,2,1
5,9,0,0,0,-1,1,22,2,1
1,9,0,-1,-1,0,-2,1,2,1
0,3,-1,0,-1,-1,-1,-5,2,1
-2,-6,-2,-3,-3,-1,-9,-16,2,1
-2,1,-3,-1,-2,-4,2,-4,2,1
-2,-1,-2,0,-1,0,3,3,2,1
-1,-9,0,-1,-2,-2,1,-4,2,1
-5,2,-2,0,-3,-1,-7,-34,2,1
0,-1,1,-2,-2,-2,3,5,2,1
1,-2,-2,-2,-2,-3,2,9,2,1
-1,-4,-1,0,1,0,-1,1,2,1
4,20,-3,-3,0,2,-1,4,2,1
-7,-14,2,0,-1,-3,-6,-5,2,1
-4,-6,1,-1,-1,1,11,-10,2,1
0,16,-4,-2,-3,-5,-28,7,2,1
0,-22,0,-1,1,0,6,5,2,1
5,16,3,2,-2,-2,3,-2,2,1
-2,-14,-4,-2,-2,-4,-6,6,2,1
-3,-7,4,2,0,6,5,-6,2,1
2,3,-2,-1,-2,-3,-12,8,2,1
-1,4,-4,-3,0,3,11,-3,2,1
0,-4,-3,0,2,1,-8,-2,2,1
-3,-10,-2,0,2,-3,1,-1,2,1
0,-3,1,0,-1,-2,0,8,2,1
1,-5,-1,-1,-1,-1,0,-2,2,1
6,24,-1,-2,-3,-3,-1,5,2,1
-12,-14,-1,-3,-2,-1,5,-7,2,1
1,-1,-2,-1,0,0,-1,4,2,1
-6,-1,-2,-2,-1,-2,-4,5,2,1
2,-2,-1,-1,0,-1,5,-3,2,1
2,2,-2,0,0,0,-8,-8,2,1
0,2,-5,-1,-2,-1,5,-4,2,1
-7,-27,0,-2,-3,-7,-26,-26,2,1
2,-4,-3,-1,-1,3,13,18,2,1
-6,11,6,0,0,-1,11,1,2,1
-1,-14,-6,-3,-1,5,1,8,2,1
5,5,-1,-5,-1,-5,1,-7,2,1
-5,1,-1,1,-1,-4,-32,-5,2,1
1,-6,-4,-3,-1,-2,-6,5,2,1
1,9,0,-1,-1,-2,-5,18,2,1
-1,-8,-4,1,0,0,11,7,2,1
-1,8,0,-1,-1,1,1,3,2,1
-1,-2,0,1,-3,-1,7,3,2,1
0,20,1,0,0,-3,-9,-11,2,1
-3,-22,-1,0,0,0,1,4,2,1
-5,-6,1,-1,-1,-4,0,-11,2,1
1,2,-3,-2,-1,-1,-8,2,2,1
-4,0,0,-1,1,-1,4,-11,2,1
3,6,-4,0,0,0,7,5,2,1
-2,18,1,-3,-2,-1,0,-3,2,1
2,4,-5,-3,-4,-3,1,6,2,1
-17,-50,3,0,-2,-2,4,-7,2,1
3,11,-5,-2,-4,-2,1,2,2,1
-1,-20,2,1,-1,1,1,6,2,1
1,30,3,-2,-1,0,-4,-13,2,1
-3,-4,-3,-3,-1,-2,0,0,2,1
0,-1,-2,-1,1,-1,-19,-3,2,1
4,4,-1,-2,-5,-1,2,11,2,1
-2,-22,0,0,-2,0,0,-10,2,1
3,11,-3,-2,-1,-2,-9,2,2,1
0,22,5,1,1,3,2,2,2,1
-7,-12,-4,-2,-2,-1,14,3,2,1
3,-8,-2,-1,1,0,7,27,2,1
-1,2,0,-1,-2,-2,-4,1,2,1
1,6,-4,-3,-2,-2,-3,4,2,1
1,-16,2,0,-2,1,0,5,2,1
-5,8,-3,-2,-2,-4,-5,-11,2,1
3,-9,3,-2,-2,1,15,15,2,1
-4,-4,-1,-2,-3,-3,-5,-1,2,1
3,9,-1,-1,-2,1,-4,-9,2,1
0,-26,-5,-1,-1,1,10,-1,2,1
-5,30,4,1,-1,-1,-1,-13,2,1
-1,-5,-4,-3,-2,-7,-13,-7,2,1
-1,4,1,3,1,2,11,-2,2,1
-3,-8,-4,-2,-1,-2,4,-1,2,1
4,-1,-2,0,-3,0,2,11,2,1
-4,12,0,-1,0,2,10,0,2,1
-3,-10,-2,-2,0,0,-9,4,2,1
5,20,-1,0,-1,-1,0,-11,2,1
-9,-20,-2,-1,-1,-1,0,-7,2,1
-1,10,-1,-1,-2,1,11,1,2,1
2,-8,-5,-1,0,-2,-14,-8,2,1
-3,11,3,-1,0,2,-7,5,2,1
0,0,-3,-2,-2,-6,-22,-7,2,1
-4,-8,3,0,0,-1,-5,-2,2,1
1,4,-1,-2,-2,-2,1,3,2,1
-4,-9,0,-2,0,-1,2,-5,2,1
4,8,-2,1,1,3,-1,6,2,1
-5,-11,-1,0,0,-1,-4,-11,2,1
3,-5,-4,-1,-2,-2,-3,3,2,1
0,-4,2,0,0,-1,3,-1,2,1
-2,0,-4,0,-2,-2,1,-5,2,1
-2,7,3,-1,-2,-4,1,-16,2,1
0,-3,-3,-2,0,-1,2,3,2,1
-6,-11,-6,-1,-1,-2,-7,-4,2,1
1,3,1,-1,1,5,20,4,2,1
0,-2,-4,0,-2,-1,-20,4,2,1
-4,-12,-1,-1,-3,-2,-5,-6,2,1
4,0,-3,-3,0,-1,2,8,2,1
-6,-2,5,1,0,-1,6,-25,2,1
2,-16,-4,-2,-2,2,8,17,2,1
2,12,1,-2,-1,-4,-5,-4,2,1
-4,-14,-2,-2,-2,0,-13,-10,2,1
0,5,-4,-3,-2,0,5,-1,2,1
4,2,0,-1,-1,1,3,-1,2,1
-7,11,0,0,0,2,4,-3,2,1
2,-3,1,0,0,-2,0,-5,2,1
-3,-2,-2,-1,-3,-4,-14,1,2,1
0,-6,0,-2,-1,-1,12,8,2,1
-3,3,1,-2,0,0,-6,-2,2,1
-1,-10,-2,-1,-2,1,9,7,2,1
-1,1,-3,-2,-2,-3,-28,-15,2,1
-7,-8,3,0,-1,-3,-8,-23,2,1
-2,-1,-4,-1,-1,-2,9,-14,2,1
3,4,0,1,-2,0,0,21,2,1
-3,-7,-3,0,0,0,4,14,2,1
0,1,-6,-1,-2,1,19,2,2,1
-2,-7,-1,-3,-2,-3,-16,2,2,1
1,0,-2,-3,-2,-4,-39,-5,2,1
4,0,-1,0,-2,1,21,-5,2,1
-11,-13,0,0,0,1,5,0,2,1
-3,-8,-4,-3,0,-3,-5,-3,2,1
0,9,1,0,0,-2,6,-6,2,1
3,-1,-3,0,-1,-2,-13,5,2,1
1,1,-1,-2,-2,-1,-3,1,2,1
-1,-7,0,0,0,-1,3,-1,2,1
4,-1,-6,-1,0,0,1,21,2,1
-7,20,0,-1,-1,-2,0,-2,2,1
3,-9,2,0,-2,1,11,13,2,1
-1,-5,-1,-3,0,-2,-7,0,2,1
2,2,0,-2,-1,0,-1,-11,2,1
-5,-17,-6,-3,0,1,4,5,2,1
0,1,-2,0,0,-5,-8,-1,2,1
1,7,-1,0,-2,1,-6,0,2,1
-5,-12,-2,0,0,1,10,-4,2,1
4,19,-1,-4,-2,-4,11,-23,2,1
-3,-15,-1,0,-1,1,10,-8,2,1
-6,2,-1,-2,1,-3,-1,0,2,1
-4,3,-1,-1,-3,-3,-4,-15,2,1
-3,-13,-2,-2,0,1,-8,-1,2,1
2,16,-3,-1,-2,-2,6,-23,2,1
1,-3,-1,-1,-1,1,1,14,2,1
-1,-12,-1,-2,-1,0,12,0,2,1
1,-7,-2,1,-1,0,7,16,2,1
-5,-4,-4,-3,-1,-4,-30,-20,2,1
3,3,1,1,0,3,11,7,2,1
-3,-2,1,0,-3,-3,-18,-22,2,1
-5,-22,-5,-2,-2,2,5,11,2,1
6,33,6,1,0,-2,3,2,2,1
-7,-19,-3,-1,-3,-6,-47,-14,2,1
4,12,-2,-2,0,0,15,4,2,1
-1,-23,1,-1,-1,-3,-10,-2,2,1
1,5,-5,-1,-2,1,-3,6,2,1
3,40,-1,0,0,2,19,-17,2,1
-13,-30,2,0,1,-1,7,-1,2,1
-2,-5,-2,-1,-2,-5,0,-1,2,1
2,-4,-2,-2,-2,-6,-40,0,2,1
-5,3,4,1,0,-2,4,0,2,1
0,2,-1,0,-2,1,14,-9,2,1
2,10,-1,-1,0,2,7,16,2,1
-3,-21,-3,-1,-1,-2,2,-7,2,1
1,-4,-3,-2,-1,-1,4,4,2,1
-1,1,0,-1,-1,-2,-6,-3,2,1
1,10,0,0,-1,-2,-5,-2,2,1
5,18,-1,-2,0,1,6,8,2,1
-3,-34,-4,-4,-1,-1,-6,2,2,1
-6,10,1,-2,-3,-5,-2,-23,2,1
2,16,1,1,-2,-2,-14,-7,2,1
-6,-20,-4,-1,-2,1,-4,5,2,1
-1,23,2,0,0,2,16,-1,2,1
-3,-18,-2,-2,-2,-2,-13,3,2,1
-1,9,0,0,0,1,2,4,2,1
4,-22,-2,0,0,1,-3,2,2,1
-1,-3,-3,-3,-3,-3,11,1,2,1
4,12,-2,0,-1,-1,-6,3,2,1
1,-7,1,-1,-2,-1,-29,12,2,1
-3,8,0,-1,-1,-1,4,3,2,1
-2,9,2,-1,-1,1,11,-1,2,1
-2,8,-3,-2,-2,-2,-1,-4,2,1
-2,-9,0,-1,-2,-1,4,-9,2,1
-4,-7,0,0,0,-1,5,4,2,1
3,4,-3,-2,-3,-2,-12,2,2,1
-5,-3,-3,1,-2,-1,3,-15,2,1
-1,-3,0,0,0,0,3,-5,2,1
-4,2,1,-2,-1,-1,1,-4,2,1
1,1,-3,-2,-1,-2,-2,1,2,1
3,-5,1,-1,0,0,2,6,2,1
-2,-6,-3,-1,-1,-1,8,-8,2,1
-1,13,-2,-1,-2,3,5,8,2,1
-3,-10,0,0,-4,-3,-9,-8,2,1
8,6,-1,0,-1,-1,-1,50,2,1
1,0,-1,-1,0,-1,8,-2,2,1
-6,-15,2,-3,-1,0,0,-2,2,1
0,-4,-4,-1,1,1,4,0,2,1
-2,-1,-1,-2,0,-1,9,-6,2,1
0,-5,-4,-3,-1,-4,-26,-1,2,1
4,13,0,1,-1,1,1,14,2,1
-6,-7,0,-1,-2,-3,3,-16,2,1
1,5,2,-3,-1,-2,-19,4,2,1
-5,-8,0,-3,-3,-2,7,4,2,1
1,-2,-3,0,1,1,13,14,2,1
-1,-6,-1,-1,0,2,-9,-1,2,1
1,7,-2,-1,-1,-1,-10,-2,2,1
-4,-4,-2,-3,0,-2,-4,-3,2,1
4,10,-1,-1,-1,-1,-4,8,2,1
-2,-18,1,1,-1,-2,18,1,2,1
-3,-1,-2,0,0,2,1,-1,2,1
2,15,1,-1,-2,0,9,7,2,1
0,11,-3,-1,0,-5,-2,-1,2,1
5,5,0,-2,1,0,-8,-1,2,1
-3,-17,0,-1,-1,0,3,-7,2,1
1,-3,-2,0,0,-2,-4,-1,2,1
-1,-4,1,-2,-1,-1,0,-10,2,1
-7,-1,-2,0,-1,-2,-6,-3,2,1
0,3,2,1,-1,1,9,-11,2,1
-4,-9,1,0,0,-3,-19,-19,2,1
2,5,-3,-2,-2,-5,-24,-2,2,1
-2,-8,-1,-2,-2,-2,-10,7,2,1
-4,3,-2,-1,-1,0,-6,-6,2,1
2,4,-1,1,-2,-3,14,-6,2,1
-3,-7,-1,0,-1,-2,-4,4,2,1
-5,-11,-3,-2,-1,-1,0,-23,2,1
0,8,-2,-2,-2,-2,-10,-1,2,1
-3,0,-4,-3,-2,-2,10,1,2,1
-2,1,2,1,3,1,4,-4,2,1
-2,-5,-4,-2,0,-1,3,1,2,1
4,8,-5,-2,-2,-2,-2,11,2,1
-1,-3,-1,0,0,0,-6,-5,2,1
-8,-8,1,0,-1,2,12,-9,2,1
1,3,-1,-1,-1,-4,-11,-5,2,1
-4,2,2,1,-1,-1,10,-6,2,1
-4,-9,-3,1,1,0,-14,-16,2,1
-3,-1,1,1,-1,-3,8,-3,2,1
2,7,-1,-1,0,-2,-12,9,2,1
-5,-17,1,-2,-1,-2,10,3,2,1
0,3,0,-2,-1,1,-15,-9,2,1
0,13,-2,-3,-3,-1,1,6,2,1
-6,-14,-2,0,-2,0,16,5,2,1
4,-1,1,2,0,-3,4,-6,2,1
-4,-11,-2,0,-2,-2,-8,1,2,1
-3,-16,-4,-3,1,2,-1,-4,2,1
4,32,-3,-2,-4,-3,-5,-1,2,1
-5,-18,2,0,-1,0,-1,5,2,1
0,-1,-1,-1,-1,1,2,6,2,1
4,12,1,-1,-3,-2,-9,7,2,1
-1,-10,2,1,1,0,13,-8,2,1
-3,6,-4,-2,-1,-2,-3,0,2,1
1,7,2,1,0,0,5,8,2,1
-1,-14,-4,-2,-3,-4,2,-9,2,1
3,4,-1,-3,2,2,-2,9,2,1
-3,11,1,0,0,-3,-11,-10,2,1
6,-1,0,-1,-2,-2,7,15,2,1
-5,-2,2,-2,-2,-1,1,-4,2,1
0,1,-3,-1,-2,0,6,-4,2,1
-2,0,-3,-1,-2,-2,0,-14,2,1
-4,10,0,0,-2,-1,-7,1,2,1
0,-5,-3,-2,-1,3,5,21,2,1
0,-6,0,-2,-3,-4,13,-6,2,1
3,3,2,-1,-1,-2,-35,-7,2,1
6,6,-4,-3,-1,-1,9,10,2,1
-7,-10,-1,1,-2,-2,-6,-18,2,1
-2,4,-2,-2,-2,-1,-2,-2,2,1
1,-2,-2,-1,0,2,20,18,2,1
-1,0,3,-2,-2,-3,3,-10,2,1
0,-3,-2,0,1,-2,-5,-4,2,1
-1,-5,-3,-1,-1,1,-7,1,2,1
0,-2,-4,-1,-1,0,5,0,2,1
-2,-4,-2,1,-1,-2,2,5,2,1
4,0,-1,0,-4,-2,-9,-5,2,1
-7,4,5,1,1,2,5,7,2,1
-2,0,-3,-2,-2,-4,-26,-6,2,1
-2,-8,-1,-3,-1,-1,17,1,2,1
3,2,-4,-3,-1,-1,-13,-6,2,1
1,-3,-4,-2,-3,-2,-5,1,2,1
2,-42,-2,0,0,1,7,8,2,1
-11,30,0,-3,0,4,15,-4,2,1
0,-4,-5,-2,-1,-8,-42,-9,2,1
4,1,2,0,0,0,1,14,2,1
-1,3,-2,-2,-2,0,8,2,2,1
-2,-12,-1,1,0,-2,-4,-1,2,1
3,2,-5,-2,0,2,17,0,2,1
6,3,2,3,2,-1,-8,17,2,1
-7,-8,0,-2,0,1,9,-6,2,1
-5,-11,-5,-2,0,-1,4,-9,2,1
-2,17,2,-1,-4,-7,-23,-2,2,1
1,-21,-6,-1,0,1,-4,-12,2,1
1,12,3,-1,0,1,12,16,2,1
5,-5,-3,-2,-1,1,-11,4,2,1
-6,4,6,0,1,1,37,-3,2,1
-1,-8,-2,-3,-3,-6,-22,-4,2,1
-4,5,-2,0,0,0,-5,-13,2,1
2,-8,-3,-3,-1,-2,-14,-2,2,1
5,-2,-1,0,-2,2,10,22,2,1
0,-1,1,-3,-2,-2,9,2,2,1
-5,14,-1,0,-1,-1,0,0,2,1
3,13,0,1,-2,-1,-15,-7,2,1
-8,-29,-3,1,1,1,8,-8,2,1
-3,3,4,1,-2,-1,4,-8,2,1
-2,6,-3,0,-1,0,-11,-5,2,1
-1,-13,-2,-1,-1,-2,12,1,2,1
-3,9,1,-3,-2,-1,-2,-3,2,1
-6,3,-3,-3,-2,-2,12,-9,2,1
0,-4,0,0,0,-5,-34,-7,2,1
-2,1,-1,1,0,0,9,1,2,1
8,16,-7,-3,-1,0,-1,4,2,1
-12,-31,6,0,1,1,-2,-2,2,1
8,20,-2,-1,-3,0,17,16,2,1
2,-3,3,3,2,5,-5,42,2,1
-5,-7,-3,-1,-1,-4,6,-21,2,1
3,13,-2,-1,0,-1,4,0,2,1
1,5,-3,-3,-1,-6,12,-1,2,1
-4,-6,1,-2,-2,0,1,-10,2,1
-2,0,2,-1,-1,1,2,0,2,1
0,8,-3,0,0,1,4,5,2,1
-5,-16,-1,-1,0,-2,-13,-13,2,1
-3,7,-5,-3,-2,-4,-4,-33,2,1
-6,-13,2,1,-1,-1,10,-4,2,1
0,-20,-7,-3,-3,-1,-2,-5,2,1
6,20,0,-1,-1,2,5,0,2,1
0,-5,0,-1,-2,-4,-6,-19,2,1
1,5,-2,-2,0,0,0,22,2,1
1,2,-1,0,-1,-3,-12,-4,2,1
-1,5,-3,-2,-2,-2,9,-2,2,1
-4,-32,2,2,-2,-1,-4,7,2,1
-1,15,4,1,0,1,0,7,2,1
3,16,-8,-2,1,-1,-6,0,2,1
-9,-44,2,-2,-1,-3,-12,-9,2,1
-1,11,-3,-2,-2,-1,21,-1,2,1
-1,-13,-4,-3,-4,-3,-22,-4,2,1
-4,7,0,0,0,1,-4,2,2,1
3,3,-3,-1,-1,1,1,-1,2,1
0,15,-2,-3,-1,-1,-2,2,2,1
-9,-32,1,-2,-2,-2,-4,-11,2,1
2,9,0,0,0,1,8,2,2,1
-3,6,-1,-2,1,1,3,-3,2,1
1,-5,-1,-1,-2,-1,3,-1,2,1
-2,1,-6,-1,-3,-5,-43,-12,2,1
-2,8,4,0,-1,-2,1,-2,2,1
6,-1,-3,0,0,-3,-15,4,2,1
-4,-14,-2,-2,-1,0,1,1,2,1
0,13,2,2,-1,1,12,-11,2,1
1,-4,-1,-1,-1,-1,-1,-5,2,1
-9,-7,2,0,0,0,-1,-5,2,1
5,16,-3,-2,0,-1,-6,-12,2,1
-2,-15,1,0,1,2,9,2,2,1
-3,2,0,2,1,-1,8,-1,3,1
-5,1,-2,-3,-4,-4,-20,-15,3,1
2,1,-3,0,-1,-1,-9,8,3,1
-8,9,-3,-3,-3,-1,8,-5,3,1
-6,-21,-2,-3,-3,-2,-5,-41,3,1
0,-3,1,-1,2,-1,0,-8,3,1
-6,-2,0,2,2,-3,-1,-12,3,1
1,1,0,-1,0,2,-8,10,3,1
0,1,-2,-2,-2,-2,19,2,3,1
-2,-13,-2,-1,-3,-5,-2,-6,3,1
0,9,0,-1,-2,2,-6,-6,3,1
4,-16,0,0,-5,-4,-6,-12,3,1
-6,18,3,0,0,2,-3,7,3,1
-3,5,1,-1,-2,1,18,1,3,1
1,-18,-2,-1,-3,1,-3,5,3,1
0,-2,-2,0,6,-2,0,8,3,1
11,21,-6,-2,1,-2,-8,-7,3,1
-12,-25,1,-1,-1,-2,-33,-3,3,1
-7,4,-1,-2,-3,1,6,-26,3,1
-1,3,1,-1,-2,-1,-17,-2,3,1
7,5,-6,1,-2,0,6,37,3,1
-2,-18,-2,-2,-3,-3,1,-21,3,1
-1,-2,2,-1,2,1,1,7,3,1
1,3,1,0,-3,-3,-2,8,3,1
0,-7,1,0,1,1,-3,6,3,1
3,16,-3,-1,-3,0,6,0,3,1
5,-3,-3,-1,-1,-4,-10,6,3,1
-9,-11,1,2,0,1,14,-9,3,1
2,5,1,-2,-4,-4,11,1,3,1
-6,-14,-4,-1,1,1,-23,0,3,1
0,13,0,-1,0,-2,-11,-21,3,1
2,-3,-2,-2,-3,-1,14,14,3,1
-1,-25,-4,1,1,3,12,2,3,1
3,38,4,2,-1,-2,1,6,3,1
-9,-5,-6,-3,-6,-2,5,-9,3,1
1,-11,2,2,8,-2,-29,-15,3,1
1,5,-1,-3,-3,0,0,11,3,1
2,-15,-6,-2,-1,0,12,-2,3,1
2,-3,2,-2,-1,2,-15,19,3,1
-7,2,-3,-2,-5,-1,13,-18,3,1
-5,-1,-4,-1,-1,-4,-23,-15,3,1
-1,3,-1,0,-1,0,2,-1,3,1
3,4,-3,-2,-1,-1,5,1,3,1
5,-5,-2,-2,-2,0,6,3,3,1
-6,-12,1,0,-1,-2,-8,-4,3,1
-2,13,1,-2,-1,-3,4,1,3,1
-3,-14,-2,0,0,-2,9,-1,3,1
1,7,-1,-1,-5,-1,8,7,3,1
0,8,-2,0,-4,0,-20,-6,3,1
4,-15,0,-1,1,0,21,11,3,1
-11,6,0,-1,0,-1,12,-15,3,1
2,19,3,-2,-2,-2,-32,-8,3,1
-4,-16,1,0,-3,-2,16,8,3,1
-1,5,-1,-3,0,-1,-13,-4,3,1
0,-6,0,2,2,2,16,3,3,1
1,6,-3,-2,-2,1,5,5,3,1
-14,-8,-1,-3,-2,-1,-8,-61,3,1
3,3,-3,0,-3,-1,1,7,3,1
3,18,1,1,0,-3,-7,8,3,1
-9,-38,-5,-2,-3,-3,-2,-8,3,1
-1,19,6,1,2,-1,-10,4,3,1
0,-1,-2,-1,-2,1,0,6,3,1
3,2,-3,-2,-1,-1,-4,8,3,1
-1,-6,-1,0,0,0,-3,-5,3,1
1,-6,-1,-3,-4,-2,2,6,3,1
-3,4,-2,0,0,1,5,-3,3,1
-5,-29,-3,-1,0,-1,-14,-16,3,1
3,22,2,0,-1,-2,2,7,3,1
-6,-12,0,-2,1,3,16,16,3,1
1,12,-2,-2,0,-8,-2,-8,3,1
-2,-9,-3,-2,-2,-2,-34,-11,3,1
5,-2,-3,0,-1,1,11,8,3,1
3,11,-1,-1,-1,0,-4,12,3,1
-6,-9,1,-1,0,-1,-1,-1,3,1
-4,-1,-1,0,-4,-4,6,-1,3,1
-1,-12,-3,-3,-1,1,8,4,3,1
8,19,-3,-1,-3,-1,6,7,3,1
-8,-3,2,1,0,-2,1,-9,3,1
1,-1,0,-1,-1,-1,-14,6,3,1
-2,4,-1,-2,-1,1,5,0,3,1
-5,-8,-5,-2,-5,-3,-1,-1,3,1
5,-7,-3,0,-3,0,0,8,3,1
8,13,-1,1,1,2,-1,33,3,1
-5,-25,2,0,1,-2,-12,-3,3,1
1,18,0,-1,0,-2,-4,0,3,1
-3,7,-2,-4,-3,0,-8,5,3,1
3,-14,2,-2,-2,0,16,4,3,1
-2,6,-3,-1,0,1,2,-15,3,1
-2,-23,-1,0,-4,-5,-10,-2,3,1
-7,5,-3,0,0,5,18,-5,3,1
1,10,-1,-5,-2,-8,-6,0,3,1
4,-2,2,0,-1,2,2,3,3,1
-5,-9,3,3,0,-2,-2,-13,3,1
6,-5,-2,1,0,2,-5,3,3,1
-7,9,-2,-2,0,1,16,-8,3,1
0,-1,-1,-2,-2,0,9,5,3,1
3,7,-1,-2,1,-4,-19,6,3,1
3,-9,-1,-1,-2,-3,-18,2,3,1
-5,-15,1,1,0,3,14,14,3,1
3,5,-2,-2,-3,-5,-2,-15,3,1
-6,5,1,1,3,1,-11,-5,3,1
5,-11,-7,-3,-2,-4,4,-1,3,1
-4,21,6,1,-1,-1,-16,-5,3,1
-5,4,-2,-2,-2,3,11,0,3,1
-2,-5,-3,-1,-3,-3,-2,-3,3,1
-1,-2,-1,-2,3,-2,5,-2,3,1
-5,-3,-3,-2,-2,-3,-22,-3,3,1
5,12,-2,2,0,0,-9,7,3,1
1,-47,-1,-3,-1,2,-3,47,3,1
-2,20,-3,0,-1,2,10,7,3,1
-3,-6,0,-1,-1,1,19,1,3,1
5,10,-2,0,-2,-4,-4,17,3,1
2,-3,-1,-1,1,-1,-14,-12,3,1
0,-8,2,-1,-1,-2,-4,-5,3,1
3,2,-2,0,-1,2,4,5,3,1
0,-7,-2,-2,-2,-3,-9,-1,3,1
-5,11,-1,-1,1,0,8,-26,3,1
-3,-5,-1,-2,-1,0,4,13,3,1
-1,8,-2,-1,-1,1,4,-16,3,1
-5,-9,-1,-4,-3,-7,-28,-4,3,1
1,-20,-1,-2,0,0,7,-7,3,1
-8,8,-1,-1,-3,0,0,-10,3,1
3,-8,-4,-1,1,-1,0,3,3,1
-6,4,0,0,-5,0,-3,-5,3,1
0,13,1,-1,2,1,16,4,3,1
3,1,-2,-2,-3,-5,-16,-11,3,1
-2,-16,-2,-1,-1,0,-3,-3,3,1
3,18,1,1,1,-1,7,-10,3,1
-8,-22,-1,-2,-5,0,0,-13,3,1
-1,-1,-1,-2,-2,1,13,-1,3,1
3,-9,-4,-1,0,-3,-11,7,3,1
-14,1,2,-1,-2,-2,3,15,3,1
2,0,-2,-1,-2,-1,-15,-31,3,1
-3,2,-2,-1,1,1,7,14,3,1
1,4,-4,-2,0,-1,5,-5,3,1
-1,1,1,0,1,-1,1,-4,3,1
5,-11,-3,-1,-1,-2,8,25,3,1
